,carat,cut,color,clarity,depth,table,price,x,y,z
40744,1.01,Premium,H,VS1,61.6,57.0,5147,6.47,6.38,3.96
40745,1.01,Good,E,SI1,59.3,64.0,4480,6.49,6.47,3.84
40746,0.9,Good,G,VS1,63.6,58.0,4460,6.12,6.09,3.88
40747,0.31,Premium,H,VS1,62.4,58.0,698,4.34,4.28,2.69
40748,0.31,Ideal,G,VS2,61.7,55.0,544,4.35,4.37,2.69
40749,0.54,Ideal,F,VVS1,60.8,56.0,2356,5.28,5.34,3.23
40750,0.57,Ideal,E,VS2,61.7,56.0,1851,5.34,5.36,3.3
40751,1.79,Very Good,F,VS2,62.8,59.0,18429,7.7,7.8,4.87
40752,1.01,Premium,H,SI1,59.2,58.0,3417,6.58,6.56,3.89
40753,0.52,Ideal,E,VS2,62.2,56.0,1815,5.15,5.11,3.19
40754,0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64
40755,1.0,Good,D,SI2,57.8,58.0,4295,6.61,6.55,3.8
40756,0.9,Good,F,VS2,63.6,59.0,4309,6.06,6.11,3.87
40757,0.59,Very Good,I,VVS1,62.8,58.0,1709,5.3,5.34,3.34
40758,1.01,Good,I,VS1,64.2,60.0,3484,6.35,6.27,4.05
40759,1.59,Ideal,I,SI2,60.5,55.0,8975,7.62,7.55,4.59
40760,1.05,Very Good,I,SI2,62.3,59.0,3742,6.42,6.46,4.01
40761,0.71,Ideal,E,SI1,61.6,53.0,2258,5.79,5.73,3.55
40762,0.9,Good,G,SI1,63.2,59.0,3734,6.05,6.1,3.84
40763,1.2,Premium,H,VS1,62.7,58.0,6727,6.75,6.65,4.2
40764,1.2,Very Good,J,VS2,59.9,60.0,5140,6.98,6.95,4.17
40765,0.5,Fair,G,VS1,67.0,61.0,1280,4.97,4.91,3.31
40766,1.02,Premium,D,VS1,60.3,58.0,8181,6.57,6.49,3.94
40767,0.58,Ideal,E,VS1,60.6,57.0,2192,5.4,5.45,3.29
40768,0.4,Premium,G,VS2,60.4,58.0,966,4.78,4.75,2.88
40769,0.53,Ideal,E,VS2,61.5,56.0,1676,5.18,5.23,3.2
40770,0.3,Very Good,G,VS1,62.5,55.0,605,4.25,4.32,2.68
40771,0.38,Ideal,D,SI1,62.2,54.0,1066,4.69,4.65,2.9
40772,1.38,Ideal,F,SI2,62.0,58.0,7767,7.12,7.17,4.43
40773,0.41,Ideal,H,IF,62.1,56.0,1243,4.76,4.74,2.95
40774,0.55,Ideal,E,SI1,62.5,56.0,1609,5.21,5.25,3.27
40775,1.2,Ideal,I,VVS2,62.9,55.0,7079,6.75,6.79,4.26
40776,0.93,Good,E,SI1,63.1,57.0,4611,6.17,6.19,3.9
40777,0.71,Ideal,H,VS1,60.9,58.0,2590,5.74,5.79,3.51
40778,0.32,Good,F,SI2,63.8,55.0,421,4.34,4.35,2.77
40779,0.51,Ideal,G,SI2,61.3,55.0,1094,5.17,5.19,3.17
40780,0.42,Ideal,D,SI1,61.7,56.0,1040,4.83,4.79,2.97
40781,0.42,Ideal,F,VS1,61.0,57.0,1103,4.87,4.84,2.96
40782,0.5,Fair,D,SI1,64.6,59.0,1253,4.93,4.95,3.19
40783,0.31,Good,G,VVS1,57.5,62.0,849,4.47,4.54,2.59
40784,0.9,Fair,I,SI1,65.8,56.0,2873,6.01,5.96,3.94
40785,0.71,Premium,G,SI1,61.7,58.0,2386,5.74,5.71,3.53
40786,1.02,Ideal,G,VS2,62.3,56.0,6796,6.46,6.51,4.04
40787,1.57,Premium,H,SI1,62.2,61.0,10149,7.38,7.32,4.57
40788,1.0,Premium,H,VS2,60.2,62.0,4514,6.46,6.43,3.88
40789,0.56,Fair,F,SI1,61.6,61.0,1176,5.38,5.21,3.26
40790,1.02,Ideal,H,VS2,60.4,57.0,5666,6.58,6.54,3.96
40791,2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08
40792,0.28,Very Good,E,VS2,60.4,59.0,487,4.22,4.26,2.56
40793,0.9,Ideal,G,SI1,61.9,59.0,4008,6.16,6.19,3.82
40794,0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22
40795,1.0,Fair,G,SI1,68.9,56.0,3833,6.16,6.11,4.23
40796,1.25,Premium,I,SI1,62.5,59.0,5250,6.89,6.81,4.28
40797,1.0,Ideal,F,VS2,61.7,54.0,6580,6.42,6.39,3.95
40798,1.21,Premium,G,VS2,62.2,58.0,7320,6.78,6.88,4.25
40799,0.32,Ideal,G,IF,60.9,56.0,1020,4.43,4.41,2.69
40800,0.32,Ideal,I,VS1,62.4,54.0,505,4.36,4.39,2.73
40801,0.55,Premium,D,SI1,61.2,58.0,1819,5.29,5.24,3.22
40802,0.55,Ideal,D,VS2,58.5,58.0,2079,5.42,5.39,3.16
40803,0.71,Ideal,G,SI2,62.8,57.0,1840,5.68,5.63,3.55
40804,0.53,Very Good,E,VS2,62.3,56.7,1857,5.19,5.23,3.25
40805,0.72,Ideal,D,VS2,61.8,57.0,3099,5.76,5.73,3.55
40806,0.75,Ideal,I,VS2,60.4,59.0,2680,5.86,5.9,3.55
40807,0.7,Ideal,G,SI1,60.9,56.0,2965,5.73,5.79,3.51
40808,0.7,Ideal,J,SI1,60.1,59.0,1949,5.79,5.75,3.47
40809,0.34,Premium,G,VS2,59.6,62.0,714,4.56,4.54,2.71
40810,0.59,Ideal,G,VVS2,62.2,56.0,2283,5.39,5.35,3.34
40811,1.56,Ideal,F,SI1,62.7,57.0,11943,7.34,7.39,4.62
40812,0.71,Premium,G,SI1,62.8,61.0,2215,5.64,5.59,3.53
40813,0.3,Ideal,F,VS2,62.4,57.0,565,4.29,4.33,2.69
40814,0.3,Premium,E,IF,61.9,58.0,1026,4.26,4.3,2.65
40815,0.59,Good,F,VS2,63.5,55.0,1573,5.31,5.36,3.39
40816,0.91,Very Good,G,SI1,60.2,58.0,4429,6.29,6.31,3.79
40817,0.4,Premium,I,VS1,62.9,59.0,945,4.73,4.68,2.96
40818,1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9
40819,0.33,Ideal,G,IF,61.7,55.0,984,4.45,4.47,2.75
40820,1.26,Premium,J,SI1,61.7,58.0,5114,6.91,6.99,4.29
40821,0.35,Ideal,H,SI2,60.3,55.0,474,4.61,4.65,2.79
40822,1.18,Premium,G,SI1,62.1,59.0,5458,6.75,6.71,4.18
40823,0.31,Ideal,E,IF,63.0,55.0,1214,4.34,4.37,2.73
40824,0.31,Ideal,E,VVS2,60.2,57.0,864,4.39,4.41,2.65
40825,1.04,Premium,J,SI1,60.2,56.0,4036,6.61,6.54,3.96
40826,0.41,Ideal,G,IF,61.0,57.0,1431,4.81,4.79,2.93
40827,0.5,Very Good,H,SI1,60.0,55.0,1148,5.2,5.23,3.13
40828,0.31,Ideal,H,IF,62.2,54.0,789,4.38,4.4,2.73
40829,0.24,Very Good,D,VVS1,59.2,59.0,478,4.04,4.1,2.41
40830,1.16,Ideal,G,SI1,61.8,55.0,5908,6.75,6.78,4.18
40831,1.21,Ideal,H,SI1,62.1,59.0,6573,6.81,6.75,4.21
40832,0.32,Ideal,E,VS2,61.1,56.0,846,4.46,4.48,2.73
40833,1.02,Ideal,G,VS2,62.6,57.0,5922,6.43,6.41,4.02
40834,0.79,Premium,G,VS1,62.3,56.0,3053,5.94,5.87,3.68
40835,1.04,Fair,G,SI2,65.2,57.0,2745,6.25,6.23,4.07
40836,1.12,Very Good,D,SI2,61.2,60.0,5233,6.63,6.67,4.07
40837,0.32,Ideal,G,SI1,61.4,57.0,612,4.41,4.38,2.7
40838,0.7,Very Good,G,VS2,59.0,60.0,2437,5.76,5.83,3.42
40839,0.31,Ideal,D,VS2,61.7,55.0,734,4.35,4.4,2.7
40840,0.73,Fair,J,VS1,64.6,60.0,1802,5.68,5.59,3.64
40841,0.72,Very Good,I,SI2,63.2,62.0,1814,5.71,5.67,3.59
40842,1.01,Ideal,D,SI1,61.4,59.0,5812,6.4,6.44,3.94
40843,0.67,Good,G,VS2,63.8,60.0,1990,5.5,5.47,3.5
40844,1.77,Premium,J,SI1,61.3,59.0,9704,7.83,7.71,4.76
40845,0.31,Good,D,VS1,61.7,61.0,653,4.32,4.34,2.67
40846,0.77,Premium,D,VS1,59.4,59.0,3966,6.0,5.96,3.55
40847,0.5,Ideal,D,VS2,62.8,56.0,1845,5.08,5.04,3.18
40848,0.52,Ideal,G,VVS2,62.1,57.0,1835,5.13,5.15,3.19
40849,1.2,Good,I,SI2,64.1,57.0,4476,6.7,6.62,4.27
40850,0.35,Premium,E,VS2,60.9,59.0,767,4.54,4.56,2.77
40851,2.0,Very Good,I,VS2,58.6,62.0,15923,8.17,8.2,4.8
40852,0.5,Very Good,D,VS1,63.1,57.0,1715,5.04,5.0,3.17
40853,2.08,Premium,H,SI1,62.6,59.0,17617,8.1,8.13,5.08
40854,1.04,Premium,F,VS2,60.1,59.0,6458,6.61,6.56,3.96
40855,1.66,Good,J,VS2,64.4,54.0,8496,7.45,7.54,4.83
40856,1.04,Good,E,SI2,62.3,62.0,4290,6.4,6.44,4.0
40857,0.51,Premium,G,SI2,58.6,59.0,1026,5.3,5.25,3.09
40858,0.35,Ideal,G,VVS1,61.2,56.0,887,4.55,4.57,2.79
40859,0.93,Very Good,F,SI1,59.8,58.0,4256,6.32,6.39,3.8
40860,0.8,Premium,G,VS1,62.5,58.0,3514,5.9,5.94,3.7
40861,0.57,Very Good,G,VS1,59.9,57.0,1934,5.38,5.47,3.25
40862,1.16,Premium,F,VS2,62.7,58.0,7003,6.71,6.65,4.19
40863,0.73,Ideal,E,VS2,61.7,57.0,3470,5.75,5.78,3.55
40864,0.32,Ideal,F,VS2,62.5,56.0,645,4.37,4.4,2.74
40865,1.2,Ideal,E,SI2,61.3,56.0,5268,6.8,6.71,4.14
40866,0.75,Ideal,H,SI1,61.9,55.0,3011,5.82,5.85,3.61
40867,0.35,Premium,G,VS1,61.2,58.0,706,4.51,4.54,2.77
40868,0.37,Ideal,D,VVS1,62.0,56.0,1292,4.6,4.59,2.85
40869,0.51,Ideal,F,VS2,61.0,55.0,1591,5.17,5.21,3.17
40870,1.01,Fair,F,SI1,65.9,60.0,4561,6.25,6.17,4.09
40871,0.75,Premium,E,SI2,63.0,58.0,2372,5.78,5.71,3.62
40872,0.33,Ideal,F,VS2,61.6,55.0,854,4.48,4.45,2.75
40873,0.43,Ideal,F,VS2,61.1,57.0,1066,4.88,4.91,2.99
40874,0.5,Very Good,F,VS1,58.8,60.0,1657,5.18,5.2,3.05
40875,0.31,Very Good,D,SI1,62.9,57.0,571,4.27,4.32,2.7
40876,0.33,Ideal,E,VS1,60.9,57.0,850,4.47,4.5,2.73
40877,0.51,Very Good,D,SI1,61.7,58.0,1403,5.09,5.12,3.15
40878,0.33,Premium,G,VS2,60.8,62.0,743,4.46,4.42,2.7
40879,0.41,Ideal,G,VS1,61.4,55.0,961,4.8,4.78,2.94
40880,0.43,Very Good,F,SI1,62.9,60.0,792,4.77,4.8,3.01
40881,1.01,Very Good,E,SI2,60.0,60.0,4540,6.57,6.49,3.92
40882,0.9,Good,G,SI1,63.9,60.0,3574,6.07,6.1,3.89
40883,0.54,Very Good,I,SI1,63.2,57.0,1135,5.17,5.21,3.28
40884,0.81,Premium,D,SI2,61.7,58.0,2994,5.97,5.93,3.67
40885,1.02,Very Good,G,VS1,63.3,58.0,6861,6.42,6.38,4.05
40886,0.56,Ideal,G,VVS2,61.6,56.0,2081,5.32,5.29,3.27
40887,1.03,Very Good,G,SI2,63.9,59.0,4769,6.33,6.39,4.07
40888,1.03,Premium,E,SI2,62.0,59.0,4885,6.42,6.49,4.0
40889,0.46,Premium,I,SI2,61.0,58.0,863,5.03,4.97,3.05
40890,1.01,Ideal,I,VS2,62.6,54.0,4239,6.4,6.45,4.02
40891,0.52,Premium,G,SI2,62.5,59.0,1001,5.1,5.07,3.18
40892,0.7,Fair,J,I1,64.7,59.0,1066,5.59,5.5,3.59
40893,1.32,Very Good,F,VS1,60.3,57.0,10575,7.08,7.12,4.28
40894,0.53,Very Good,D,SI1,63.4,58.0,1636,5.15,5.11,3.25
40895,0.3,Fair,F,SI1,63.1,58.0,496,4.3,4.22,2.69
40896,1.11,Good,D,SI2,58.0,62.0,5015,6.77,6.81,3.94
40897,0.32,Premium,F,SI2,59.7,59.0,421,4.43,4.48,2.66
40898,1.07,Premium,G,SI2,59.9,59.0,4278,6.67,6.61,3.98
40899,0.41,Premium,E,SI1,61.4,56.0,969,4.81,4.77,2.94
40900,0.73,Ideal,J,SI1,62.0,55.0,2184,5.75,5.86,3.6
40901,0.58,Ideal,G,VS1,60.6,56.0,1899,5.43,5.48,3.3
40902,0.41,Good,F,SI1,63.2,59.0,755,4.68,4.72,2.97
40903,0.31,Ideal,G,VVS1,62.6,53.0,789,4.37,4.38,2.74
40904,0.3,Ideal,F,VS2,61.6,57.0,605,4.28,4.32,2.65
40905,2.04,Very Good,J,VS2,59.9,59.0,12095,8.25,8.32,4.96
40906,0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84
40907,0.57,Good,I,SI1,63.3,56.0,1072,5.27,5.29,3.34
40908,1.03,Very Good,D,SI1,60.5,61.0,5313,6.43,6.47,3.9
40909,0.28,Ideal,F,VVS2,61.6,55.0,612,4.22,4.26,2.61
40910,0.52,Ideal,G,VVS1,62.0,55.0,2029,5.15,5.18,3.2
40911,0.72,Premium,D,SI1,61.4,59.0,2954,5.71,5.79,3.53
40912,0.7,Very Good,G,VS2,59.3,60.0,2539,5.77,5.83,3.43
40913,0.81,Ideal,F,VS1,61.5,55.0,3933,6.01,5.96,3.68
40914,1.05,Premium,G,VS1,61.6,58.0,7063,6.51,6.48,4.0
40915,0.31,Ideal,D,SI1,62.5,53.0,684,4.37,4.34,2.72
40916,1.52,Fair,J,SI2,65.8,57.0,5916,7.18,7.11,4.7
40917,0.7,Premium,G,VVS2,60.2,61.0,2999,5.74,5.66,3.43
40918,1.41,Premium,G,SI1,59.5,59.0,8758,7.35,7.3,4.36
40919,0.96,Very Good,D,SI2,60.2,63.0,3480,6.3,6.36,3.81
40920,1.28,Very Good,G,VS1,59.2,57.0,8895,7.05,7.13,4.2
40921,0.7,Premium,H,VVS2,59.6,59.0,2717,5.83,5.78,3.46
40922,1.01,Premium,G,VS2,62.4,59.0,5787,6.45,6.41,4.01
40923,1.0,Good,H,SI1,64.9,56.0,4276,6.24,6.31,4.07
40924,1.2,Ideal,D,VVS2,61.9,56.0,16130,6.81,6.83,4.22
40925,1.77,Premium,J,VS2,59.6,58.0,9428,7.94,7.86,4.71
40926,0.38,Ideal,G,SI1,61.3,56.0,666,4.63,4.67,2.85
40927,1.0,Ideal,D,SI1,60.2,57.0,4861,6.54,6.48,3.92
40928,1.66,Very Good,E,SI1,61.7,58.0,12818,7.52,7.59,4.66
40929,1.4,Premium,H,SI1,62.2,58.0,8223,7.16,7.12,4.44
40930,0.57,Ideal,F,SI1,61.9,56.0,1759,5.33,5.37,3.31
40931,0.42,Ideal,G,VS1,61.8,57.0,921,4.79,4.82,2.97
40932,0.9,Very Good,F,SI1,63.8,54.0,3699,6.09,6.13,3.9
40933,0.31,Ideal,E,VS2,61.7,55.0,642,4.38,4.41,2.71
40934,0.41,Ideal,H,VS1,61.6,57.0,829,4.77,4.81,2.95
40935,1.0,Ideal,F,SI1,62.0,57.0,5197,6.37,6.43,3.97
40936,0.57,Very Good,D,SI2,62.1,58.0,1387,5.26,5.31,3.28
40937,0.51,Premium,H,SI2,60.0,62.0,964,5.18,5.15,3.1
40938,1.0,Good,H,SI2,63.7,58.0,3472,6.28,6.15,3.96
40939,1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43
40940,0.51,Ideal,G,VS1,61.8,60.0,1757,5.08,5.12,3.15
40941,0.47,Ideal,D,VS2,60.3,57.0,1270,5.02,5.07,3.04
40942,1.36,Ideal,F,VVS1,61.3,57.0,15247,7.13,7.23,4.4
40943,1.02,Ideal,H,SI1,62.5,57.0,4746,6.41,6.46,4.02
40944,0.42,Premium,D,SI1,59.8,59.0,1040,4.91,4.86,2.92
40945,0.31,Ideal,F,IF,61.3,57.0,914,4.34,4.37,2.67
40946,0.4,Ideal,G,VVS2,62.4,57.0,917,4.7,4.73,2.94
40947,0.3,Very Good,I,IF,63.3,57.0,810,4.3,4.23,2.7
40948,0.54,Ideal,G,VS2,60.4,57.0,1637,5.33,5.26,3.2
40949,1.01,Premium,J,VS1,63.0,55.0,3790,6.39,6.34,4.01
40950,1.01,Very Good,G,SI2,62.7,58.0,3796,6.32,6.43,4.0
40951,0.42,Ideal,E,VS2,62.4,55.0,958,4.79,4.83,3.0
40952,1.13,Ideal,I,VS2,62.3,56.0,5031,6.73,6.63,4.16
40953,2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14
40954,0.73,Ideal,D,VS2,61.6,56.0,4134,5.76,5.8,3.56
40955,0.25,Very Good,E,VS1,59.9,56.0,436,4.1,4.15,2.47
40956,1.11,Very Good,H,SI1,62.0,56.0,5010,6.61,6.65,4.11
40957,0.55,Ideal,J,SI1,61.2,55.0,982,5.29,5.3,3.24
40958,0.3,Premium,E,VVS2,61.4,58.0,1013,4.28,4.25,2.62
40959,0.56,Ideal,D,VS2,60.9,56.0,2066,5.36,5.31,3.25
40960,0.4,Premium,G,SI1,61.7,61.0,864,4.68,4.63,2.87
40961,0.96,Premium,H,SI2,59.2,61.0,3871,6.42,6.36,3.78
40962,0.31,Good,D,SI2,63.7,55.0,593,4.35,4.32,2.76
40963,1.07,Very Good,E,SI2,60.5,61.0,4609,6.55,6.61,3.98
40964,1.0,Good,H,VS1,62.1,64.0,4732,6.4,6.18,3.91
40965,0.45,Ideal,E,SI2,61.5,55.0,706,4.92,4.97,3.04
40966,0.33,Ideal,D,VS2,62.3,57.0,1002,4.45,4.41,2.76
40967,2.02,Very Good,I,SI2,63.3,59.0,11390,7.93,8.0,5.04
40968,1.23,Ideal,I,SI1,62.0,57.0,5855,6.91,6.87,4.27
40969,1.12,Ideal,G,SI1,62.0,55.0,5551,6.68,6.65,4.13
40970,0.31,Ideal,G,IF,62.3,56.0,871,4.34,4.36,2.71
40971,1.5,Very Good,F,VS2,59.7,56.0,13537,7.42,7.46,4.44
40972,0.38,Ideal,E,VS2,62.0,56.0,853,4.62,4.66,2.88
40973,0.57,Ideal,E,SI2,58.8,57.0,1357,5.49,5.46,3.22
40974,0.35,Good,G,SI1,63.4,56.0,522,4.46,4.5,2.84
40975,0.52,Ideal,I,VVS1,62.0,55.0,1619,5.19,5.17,3.21
40976,1.57,Ideal,I,VS2,62.7,56.0,10278,7.36,7.4,4.63
40977,0.25,Very Good,F,VVS1,61.1,57.0,633,4.05,4.08,2.48
40978,1.46,Very Good,F,SI1,62.8,59.0,9770,7.13,7.18,4.49
40979,0.71,Ideal,G,SI1,60.6,57.0,2233,5.72,5.8,3.49
40980,0.71,Fair,I,VS2,61.6,67.0,1840,5.76,5.61,3.5
40981,0.3,Ideal,H,VS2,61.4,57.0,454,4.33,4.36,2.67
40982,0.31,Ideal,F,VVS1,62.0,54.0,840,4.36,4.38,2.71
40983,0.75,Very Good,I,SI1,59.1,58.0,2180,5.87,5.91,3.48
40984,0.33,Ideal,E,VVS1,61.7,56.0,1052,4.46,4.42,2.74
40985,0.27,Premium,E,VS1,60.2,59.0,470,4.2,4.24,2.54
40986,1.0,Very Good,E,VS2,62.1,59.0,6600,6.34,6.38,3.95
40987,1.0,Premium,G,VS2,62.1,57.0,5806,6.43,6.39,3.98
40988,0.32,Ideal,G,VS2,62.0,57.0,561,4.37,4.4,2.72
40989,0.32,Ideal,E,VS2,62.1,55.0,702,4.36,4.4,2.72
40990,0.46,Ideal,E,VS1,61.9,55.0,1834,4.94,4.97,3.06
40991,0.58,Premium,E,VS2,59.6,59.0,2192,5.43,5.38,3.22
40992,0.33,Ideal,H,IF,61.4,54.0,838,4.47,4.49,2.75
40993,1.03,Ideal,D,SI2,62.8,56.0,4764,6.46,6.43,4.05
40994,1.01,Premium,F,SI1,62.2,58.0,4775,6.35,6.28,3.93
40995,0.59,Premium,H,VVS1,62.0,58.0,1982,5.38,5.36,3.33
40996,0.33,Premium,G,VS1,62.3,58.0,666,4.41,4.45,2.76
40997,0.32,Good,H,SI1,63.7,55.0,461,4.3,4.33,2.75
40998,2.06,Good,I,VS2,60.2,64.0,15046,8.34,8.14,4.97
40999,0.38,Ideal,D,VS1,62.0,57.0,882,4.69,4.7,2.91
41000,1.01,Very Good,D,SI2,59.1,63.0,3671,6.59,6.54,3.88
41001,0.9,Fair,D,SI2,64.7,54.0,3205,6.1,6.04,3.93
41002,0.42,Very Good,G,VVS2,58.5,63.0,1181,4.9,4.88,2.86
41003,0.35,Ideal,F,VS1,61.9,55.0,782,4.53,4.58,2.82
41004,1.05,Ideal,G,VS2,61.7,56.0,6350,6.54,6.52,4.03
41005,1.63,Ideal,H,SI1,61.8,57.0,12910,7.5,7.54,4.64
41006,2.1,Fair,F,SI2,59.5,69.0,16506,8.35,8.25,4.94
41007,1.26,Ideal,E,VS1,61.2,56.0,11323,6.97,6.93,4.25
41008,0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64
41009,1.52,Premium,H,SI1,61.2,58.0,8566,7.53,7.43,4.57
41010,1.21,Premium,I,SI1,61.6,56.0,5760,6.89,6.85,4.23
41011,0.56,Very Good,G,VS2,63.4,58.0,1590,5.23,5.28,3.33
41012,1.12,Premium,H,SI2,61.0,56.0,4077,6.68,6.65,4.07
41013,0.32,Ideal,H,VVS1,61.9,56.0,936,4.41,4.38,2.72
41014,0.38,Good,H,SI2,63.4,57.0,547,4.58,4.63,2.92
41015,2.08,Premium,H,SI1,62.6,59.0,17778,8.13,8.1,5.08
41016,1.19,Ideal,H,I1,61.5,57.0,3732,6.83,6.79,4.19
41017,0.59,Ideal,D,IF,60.9,57.0,4208,5.4,5.43,3.3
41018,1.31,Ideal,H,VS1,62.5,56.0,8617,6.95,7.03,4.37
41019,0.71,Premium,E,SI1,60.3,58.0,2479,5.78,5.76,3.48
41020,2.03,Ideal,J,SI2,63.2,55.0,11951,7.99,8.03,5.06
41021,0.54,Premium,F,SI2,59.6,60.0,1240,5.28,5.25,3.14
41022,1.54,Premium,G,VS2,61.8,58.0,13120,7.43,7.39,4.58
41023,0.57,Ideal,I,VS2,61.6,54.0,1258,5.35,5.4,3.31
41024,0.9,Good,G,SI1,60.0,61.0,3752,6.19,6.22,3.72
41025,1.51,Ideal,J,SI1,61.4,57.0,8049,7.38,7.43,4.55
41026,0.35,Good,F,SI2,63.8,56.0,591,4.48,4.45,2.85
41027,0.43,Premium,E,SI2,62.7,55.0,919,4.87,4.83,3.04
41028,0.57,Ideal,G,VS1,61.4,55.0,1972,5.34,5.38,3.29
41029,1.33,Premium,H,SI2,62.8,52.0,6405,7.15,7.06,4.46
41030,0.53,Ideal,I,VS1,62.3,56.0,1427,5.19,5.23,3.24
41031,0.3,Ideal,G,VS1,61.9,56.0,605,4.29,4.34,2.67
41032,1.04,Premium,F,VS2,61.7,59.0,6782,6.45,6.49,3.99
41033,1.07,Premium,J,VS2,62.8,57.0,4224,6.54,6.49,4.09
41034,0.7,Fair,I,SI1,65.0,56.0,1720,5.6,5.5,3.61
41035,1.21,Ideal,I,SI1,62.4,57.0,5624,6.84,6.78,4.25
41036,0.5,Very Good,D,SI1,63.5,57.0,1337,5.04,5.1,3.22
41037,0.71,Ideal,E,VS1,62.1,53.0,2963,5.76,5.73,3.57
41038,0.3,Good,F,SI1,57.2,62.0,641,4.45,4.39,2.53
41039,1.51,Very Good,J,SI1,58.8,59.0,7544,7.47,7.56,4.42
41040,0.51,Very Good,J,VS2,61.6,58.0,1008,5.09,5.14,3.15
41041,0.4,Ideal,E,VVS1,61.5,56.0,1333,4.75,4.78,2.93
41042,0.52,Premium,F,VS2,61.8,59.0,1605,5.15,5.11,3.17
41043,0.92,Premium,F,SI2,62.1,60.0,3083,6.21,6.26,3.87
41044,2.16,Ideal,H,I1,62.2,56.0,8709,8.31,8.26,5.15
41045,0.3,Ideal,G,SI1,62.3,58.0,477,4.26,4.28,2.66
41046,0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19
41047,0.31,Very Good,F,VVS1,59.2,62.0,777,4.34,4.41,2.59
41048,1.75,Ideal,J,VS2,62.1,57.0,9663,7.71,7.66,4.77
41049,0.42,Ideal,F,SI1,60.8,54.0,843,4.83,4.94,2.97
41050,0.9,Ideal,J,SI1,62.7,56.0,3445,6.21,6.16,3.88
41051,1.51,Premium,J,VVS2,62.9,58.0,8930,7.33,7.21,4.57
41052,1.27,Premium,I,SI1,62.3,56.0,5690,6.93,6.85,4.29
41053,0.27,Ideal,D,VVS1,62.2,56.0,799,4.15,4.12,2.57
41054,0.55,Ideal,H,VS2,61.8,54.0,1402,5.28,5.3,3.27
41055,1.5,Premium,G,SI1,62.3,60.0,7535,7.27,7.17,4.5
41056,1.01,Premium,E,VS2,59.3,59.0,5882,6.59,6.54,3.89
41057,1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17
41058,0.98,Ideal,I,SI2,62.6,54.0,3873,6.35,6.39,3.99
41059,0.92,Good,E,SI2,61.8,59.0,3744,6.11,6.19,3.8
41060,1.01,Ideal,E,SI2,61.1,57.0,4751,6.52,6.48,3.97
41061,0.72,Premium,H,SI2,61.8,56.0,2144,5.79,5.73,3.56
41062,1.02,Very Good,F,VS2,63.2,57.0,6659,6.34,6.41,4.03
41063,0.7,Very Good,F,SI1,62.3,58.0,2161,5.62,5.78,3.55
41064,0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
41065,0.39,Premium,D,VVS2,62.9,58.0,1290,4.66,4.62,2.92
41066,1.52,Premium,D,SI1,59.8,58.0,12707,7.51,7.55,4.5
41067,2.06,Ideal,G,SI2,62.3,56.0,18293,8.16,8.09,5.06
41068,0.76,Premium,G,SI2,58.8,59.0,1676,5.97,5.93,3.5
41069,2.72,Ideal,H,I1,59.6,55.0,11594,9.17,9.13,5.45
41070,1.0,Very Good,F,VVS2,63.2,56.0,8467,6.42,6.37,4.04
41071,0.41,Very Good,E,SI1,63.1,57.0,878,4.73,4.71,2.98
41072,0.92,Ideal,E,SI1,61.0,55.0,4791,6.27,6.25,3.82
41073,1.04,Fair,F,SI1,66.9,62.0,4403,6.22,6.15,4.14
41074,0.75,Premium,D,SI2,60.3,61.0,2307,5.88,5.86,3.54
41075,1.01,Very Good,I,SI2,63.4,57.0,5000,6.3,6.39,4.02
41076,0.6,Very Good,F,VS2,60.8,56.0,2270,5.45,5.48,3.32
41077,1.04,Ideal,F,VVS2,62.2,56.0,9115,6.46,6.53,4.04
41078,1.01,Ideal,G,VS2,61.6,56.0,6239,6.43,6.46,3.97
41079,2.01,Very Good,I,VS2,62.5,61.0,15675,7.97,8.03,5.0
41080,2.42,Premium,J,VS2,61.3,59.0,18615,8.61,8.58,5.27
41081,1.26,Premium,H,SI1,62.1,57.0,6435,6.94,6.88,4.29
41082,0.3,Very Good,G,VVS1,62.6,62.0,737,4.21,4.26,2.65
41083,0.53,Ideal,F,SI1,61.5,56.0,1639,5.2,5.24,3.21
41084,0.31,Ideal,G,IF,61.9,56.0,924,4.36,4.39,2.71
41085,1.07,Premium,F,SI2,61.7,58.0,4446,6.58,6.55,4.05
41086,0.57,Ideal,E,VS1,61.6,56.9,2030,5.29,5.36,3.28
41087,0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23
41088,1.0,Premium,D,VS1,62.1,55.0,7812,6.41,6.34,3.96
41089,1.57,Premium,J,VS1,61.3,59.0,8752,7.47,7.44,4.57
