,carat,cut,color,clarity,depth,table,price,x,y,z
15378,1.14,Premium,H,VS1,62.0,62.0,5809,6.74,6.65,4.15
15379,0.24,Ideal,H,IF,62.5,54.0,504,3.97,4.0,2.49
15380,1.01,Ideal,D,SI1,62.2,54.0,6257,6.42,6.45,4.0
15381,2.02,Good,F,SI2,57.1,60.0,12615,8.31,8.25,4.73
15382,0.35,Premium,E,SI1,60.7,59.0,788,4.57,4.52,2.76
15383,0.34,Ideal,F,VVS2,62.0,54.2,846,4.47,4.49,2.78
15384,1.02,Premium,H,VS2,61.8,58.0,5100,6.49,6.43,3.99
15385,1.11,Very Good,F,VVS2,60.8,57.0,9792,6.7,6.73,4.08
15386,0.41,Very Good,G,VVS2,63.3,59.0,1051,4.69,4.71,2.97
15387,1.27,Premium,H,VS2,62.6,59.0,6755,6.83,6.93,4.31
15388,0.71,Ideal,E,SI2,59.5,57.0,2511,5.87,5.82,3.48
15389,0.62,Premium,F,VS2,62.3,60.0,2009,5.46,5.39,3.38
15390,1.11,Ideal,E,SI2,61.2,55.0,5262,6.68,6.72,4.1
15391,1.1,Premium,G,SI1,59.6,60.0,4712,6.74,6.7,4.0
15392,0.92,Very Good,F,SI1,63.8,56.0,3920,6.12,6.17,3.92
15393,1.0,Very Good,F,SI1,60.3,61.0,4620,6.38,6.43,3.86
15394,0.72,Ideal,H,SI2,61.8,55.0,1814,5.79,5.76,3.57
15395,0.85,Very Good,E,VS2,63.6,56.0,3997,5.97,6.01,3.81
15396,1.51,Premium,H,VS1,62.4,60.0,10939,7.34,7.27,4.56
15397,1.12,Ideal,G,VS2,62.2,54.0,7193,6.65,6.7,4.15
15398,1.14,Premium,I,SI1,60.1,60.0,4788,6.81,6.76,4.08
15399,0.3,Good,G,VS2,63.1,58.0,491,4.23,4.27,2.68
15400,1.05,Ideal,F,VVS2,62.1,54.0,9257,6.55,6.52,4.06
15401,1.09,Premium,H,SI1,59.8,60.0,5335,6.72,6.66,4.0
15402,0.71,Very Good,E,VS2,63.4,60.0,2450,5.71,5.67,3.61
15403,1.01,Premium,F,VS1,58.8,60.0,7862,6.59,6.51,3.85
15404,0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7
15405,0.31,Ideal,H,IF,60.8,57.0,761,4.38,4.4,2.67
15406,0.65,Premium,I,SI2,60.7,58.0,1219,5.65,5.62,3.42
15407,0.81,Very Good,E,SI1,61.9,60.0,3643,5.87,5.95,3.66
15408,0.51,Ideal,E,SI2,61.0,56.0,1205,5.2,5.16,3.16
15409,0.3,Ideal,G,VVS2,62.7,57.0,684,4.26,4.29,2.68
15410,1.58,Premium,J,SI1,59.8,58.0,7654,7.61,7.57,4.54
15411,0.57,Ideal,F,VS2,61.3,57.0,1612,5.35,5.39,3.29
15412,1.27,Premium,H,VS2,60.7,58.0,7496,7.04,6.97,4.25
15413,0.25,Ideal,F,VS2,61.6,55.0,535,4.06,4.08,2.51
15414,0.31,Ideal,H,VVS1,61.2,58.0,671,4.35,4.38,2.67
15415,0.5,Ideal,H,VS1,61.6,58.0,1384,5.08,5.11,3.14
15416,0.58,Ideal,E,SI1,60.1,55.0,1742,5.42,5.56,3.3
15417,0.35,Ideal,F,SI1,61.5,54.0,552,4.54,4.6,2.81
15418,0.37,Ideal,F,SI1,61.3,55.0,583,4.61,4.65,2.84
15419,0.35,Premium,H,VVS1,59.9,59.0,1024,4.61,4.57,2.75
15420,0.41,Premium,E,SI2,59.5,62.0,818,4.84,4.8,2.87
15421,0.75,Premium,G,SI2,62.7,58.0,2268,5.82,5.76,3.63
15422,0.6,Premium,D,VS2,60.9,61.0,1808,5.43,5.4,3.3
15423,2.25,Ideal,I,SI2,60.5,56.0,16575,8.49,8.54,5.15
15424,0.9,Premium,D,SI1,61.7,56.0,3568,6.16,6.09,3.78
15425,0.32,Premium,I,SI1,62.9,58.0,554,4.35,4.33,2.73
15426,0.38,Ideal,E,VVS2,62.0,57.0,1100,4.61,4.62,2.86
15427,1.09,Very Good,E,SI2,62.2,58.0,5165,6.54,6.61,4.09
15428,1.06,Premium,J,SI2,62.0,58.0,3823,6.53,6.45,4.04
15429,0.31,Good,H,VS2,63.1,58.0,489,4.31,4.34,2.73
15430,0.34,Premium,F,SI2,60.0,58.0,447,4.55,4.58,2.74
15431,1.2,Premium,G,SI2,62.4,58.0,5846,6.77,6.73,4.21
15432,0.27,Very Good,F,VVS2,61.3,62.0,552,4.15,4.2,2.56
15433,1.52,Good,I,SI1,64.0,58.0,9129,7.2,7.27,4.63
15434,2.01,Very Good,I,SI2,60.5,59.0,14637,8.19,8.26,4.98
15435,0.71,Ideal,F,VS1,61.1,57.0,3013,5.76,5.82,3.54
15436,1.52,Good,E,VS1,63.9,56.0,15649,7.21,7.25,4.62
15437,0.32,Premium,D,SI2,62.5,58.0,530,4.38,4.33,2.72
15438,0.38,Ideal,H,VS1,62.1,55.4,714,4.63,4.68,2.89
15439,1.51,Premium,H,VS1,59.8,61.0,9234,7.41,7.35,4.41
15440,2.51,Good,I,SI2,63.7,61.0,14209,8.51,8.48,5.41
15441,1.11,Premium,I,SI1,61.9,58.0,3978,6.63,6.61,4.1
15442,0.71,Good,I,SI1,63.6,63.0,1651,5.61,5.64,3.58
15443,0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93
15444,0.52,Ideal,G,VVS2,62.1,56.0,1833,5.14,5.16,3.2
15445,0.7,Fair,G,SI1,56.6,61.0,2120,5.86,5.95,3.34
15446,0.7,Ideal,F,VS1,61.6,55.0,3399,5.68,5.71,3.51
15447,0.31,Good,G,VS1,63.7,56.0,625,4.27,4.3,2.73
15448,2.5,Fair,J,SI2,66.9,58.0,14652,8.36,8.22,5.55
15449,0.4,Very Good,E,SI1,61.7,60.0,687,4.68,4.72,2.9
15450,0.9,Very Good,E,SI2,63.4,62.0,3084,6.02,6.0,3.81
15451,0.7,Very Good,G,SI1,62.1,58.0,2106,5.66,5.7,3.53
15452,1.01,Premium,I,SI1,62.7,59.0,3959,6.43,6.36,4.01
15453,1.51,Premium,H,SI1,60.6,59.0,10519,7.45,7.41,4.5
15454,0.72,Ideal,G,VVS2,61.6,55.0,3002,5.78,5.77,3.56
15455,1.02,Ideal,I,I1,61.7,56.0,2872,6.44,6.49,3.99
15456,0.71,Ideal,E,VS2,62.1,55.0,3304,5.72,5.75,3.56
15457,1.57,Ideal,I,SI2,62.8,57.0,7385,7.39,7.36,4.63
15458,0.31,Ideal,F,IF,61.9,54.0,914,4.35,4.38,2.7
15459,0.32,Good,D,SI2,63.4,56.0,477,4.36,4.38,2.77
15460,0.41,Very Good,E,SI2,62.8,57.0,683,4.7,4.73,2.96
15461,0.51,Very Good,E,SI1,62.3,58.0,1438,5.05,5.12,3.17
15462,1.0,Good,H,VS2,57.8,59.0,4166,6.53,6.47,3.75
15463,0.41,Premium,F,VVS2,61.0,59.0,1192,4.82,4.79,2.93
15464,0.33,Ideal,E,VVS2,61.8,56.0,891,4.44,4.46,2.75
15465,0.7,Very Good,I,VS1,61.9,58.0,2304,5.7,5.73,3.54
15466,0.3,Ideal,F,IF,62.2,57.0,886,4.3,4.32,2.68
15467,1.06,Ideal,G,VS2,61.6,56.0,6728,6.53,6.59,4.04
15468,0.42,Ideal,J,VS1,62.7,57.0,723,4.75,4.79,2.99
15469,0.25,Very Good,F,VS1,61.2,59.0,435,4.02,4.05,2.47
15470,1.09,Ideal,G,I1,61.0,56.0,3614,6.66,6.62,4.05
15471,0.34,Ideal,G,IF,61.9,54.0,1084,4.49,4.46,2.77
15472,0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77
15473,0.3,Good,I,VS1,63.7,58.0,608,4.25,4.23,2.7
15474,0.36,Good,D,VS2,63.4,54.0,739,4.51,4.57,2.88
15475,0.3,Ideal,H,SI1,62.2,57.0,450,4.26,4.29,2.66
15476,0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79
15477,0.72,Very Good,F,VS1,63.2,57.0,3083,5.69,5.73,3.61
15478,1.21,Ideal,G,VS2,62.0,56.0,7666,6.77,6.87,4.23
15479,0.6,Ideal,F,VVS2,61.0,57.0,2718,5.43,5.46,3.32
15480,0.31,Good,G,VVS2,63.3,57.0,707,4.28,4.31,2.72
15481,0.9,Ideal,H,VS2,61.9,58.0,4403,6.2,6.24,3.85
15482,0.71,Fair,F,SI1,57.0,68.0,2198,6.05,5.87,3.4
15483,0.38,Premium,I,VS2,61.8,59.0,633,4.61,4.64,2.86
15484,0.55,Ideal,F,SI1,61.8,55.0,1415,5.27,5.22,3.24
15485,0.9,Very Good,H,VVS2,60.3,61.0,4432,6.22,6.25,3.76
15486,0.57,Ideal,E,VVS1,62.3,53.5,2632,5.29,5.33,3.31
15487,2.0,Good,J,VS1,62.4,58.0,14973,8.01,8.08,5.02
15488,2.02,Premium,I,VS1,61.2,59.0,17153,8.13,8.05,4.95
15489,0.61,Ideal,F,SI2,61.3,55.0,1424,5.47,5.55,3.38
15490,1.0,Very Good,E,SI1,61.9,62.0,4864,6.34,6.4,3.94
15491,1.17,Ideal,I,VS1,62.2,53.0,6013,6.78,6.81,4.23
15492,1.01,Very Good,E,SI2,62.2,58.0,4575,6.36,6.43,3.98
15493,0.71,Very Good,E,VS2,62.9,57.0,2964,5.68,5.7,3.58
15494,0.54,Ideal,G,SI1,62.5,56.0,1314,5.2,5.24,3.26
15495,1.51,Ideal,H,VS2,62.5,56.0,11133,7.37,7.33,4.57
15496,0.4,Premium,I,SI2,60.5,58.0,702,4.82,4.76,2.9
15497,0.23,Ideal,H,VS1,61.2,55.0,423,3.94,3.97,2.42
15498,1.0,Premium,F,SI2,60.2,62.0,3858,6.53,6.45,3.91
15499,0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
15500,0.41,Very Good,E,VS1,62.9,56.0,931,4.72,4.78,2.99
15501,0.41,Good,D,SI1,56.5,63.0,758,4.98,4.94,2.8
15502,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88
15503,1.01,Ideal,E,SI1,59.8,60.0,5751,6.56,6.48,3.9
15504,0.64,Good,F,I1,57.3,64.0,1140,5.75,5.69,3.28
15505,1.51,Very Good,J,VS2,61.0,58.0,7744,7.35,7.41,4.5
15506,1.32,Premium,G,SI1,62.1,59.0,6542,7.03,6.99,4.35
15507,0.51,Ideal,D,VS2,62.3,55.0,1882,5.19,5.12,3.21
15508,0.36,Very Good,D,SI1,60.1,57.0,663,4.62,4.66,2.79
15509,1.01,Premium,E,SI2,62.6,59.0,4666,6.36,6.39,3.99
15510,1.31,Good,H,SI1,57.9,62.0,6857,7.18,7.25,4.18
15511,0.71,Ideal,E,SI2,61.9,56.0,2458,5.73,5.76,3.56
15512,0.31,Ideal,F,IF,61.2,56.0,921,4.37,4.42,2.69
15513,0.7,Premium,G,I1,61.9,58.0,1650,5.74,5.69,3.54
15514,0.3,Ideal,F,VS1,61.9,56.0,612,4.3,4.32,2.67
15515,0.41,Ideal,H,SI1,62.6,55.0,876,4.79,4.77,2.99
15516,0.41,Premium,F,VVS2,61.6,59.0,1017,4.79,4.73,2.93
15517,0.3,Ideal,D,VS1,61.0,57.0,651,4.31,4.32,2.63
15518,0.53,Ideal,F,SI2,61.7,56.0,1142,5.23,5.24,3.23
15519,0.7,Very Good,I,VS2,63.0,60.0,1867,5.59,5.62,3.53
15520,0.72,Ideal,F,VS1,62.4,56.0,3084,5.76,5.72,3.58
15521,0.77,Premium,E,VS2,60.5,59.0,3291,5.92,5.98,3.6
15522,0.33,Very Good,H,VS1,59.7,59.0,579,4.52,4.53,2.7
15523,0.24,Ideal,G,IF,61.3,57.0,559,4.0,4.03,2.46
15524,0.71,Very Good,D,SI1,61.7,56.0,2913,5.68,5.8,3.54
15525,0.52,Ideal,F,IF,61.5,57.0,2749,5.15,5.19,3.18
15526,1.51,Good,I,VVS1,64.0,60.0,9471,7.26,7.21,4.63
15527,0.3,Ideal,G,IF,63.0,53.0,956,4.3,4.24,2.69
15528,1.11,Premium,H,SI2,61.9,59.0,4973,6.6,6.56,4.07
15529,0.41,Good,E,SI1,63.1,57.0,685,4.71,4.73,2.98
15530,0.3,Very Good,G,VVS2,63.5,56.0,878,4.34,4.29,2.74
15531,0.3,Ideal,G,VS1,62.2,55.0,624,4.28,4.31,2.67
15532,0.7,Ideal,D,SI1,61.4,54.0,2872,5.71,5.75,3.52
15533,1.19,Ideal,H,SI1,62.0,56.4,6275,6.77,6.81,4.2
15534,0.56,Ideal,D,SI1,61.4,57.0,1814,5.34,5.31,3.27
15535,0.81,Ideal,F,SI2,62.1,56.0,3303,5.95,6.0,3.71
15536,0.53,Very Good,H,VS1,63.3,56.0,1561,5.13,5.17,3.26
15537,0.3,Very Good,H,SI1,61.6,62.0,421,4.24,4.3,2.63
15538,1.75,Premium,G,VS2,61.5,59.0,16783,7.76,7.66,4.74
15539,0.72,Ideal,G,VVS1,61.7,54.8,3548,5.73,5.77,3.55
15540,1.05,Fair,I,I1,61.8,66.0,2396,6.48,6.37,3.97
15541,0.57,Ideal,F,VS2,62.1,55.0,1637,5.31,5.35,3.31
15542,2.01,Premium,J,VS2,61.8,61.0,12541,8.06,7.97,4.95
15543,0.25,Very Good,D,VVS2,62.1,57.0,548,4.02,4.07,2.51
15544,0.54,Ideal,E,SI2,60.6,57.0,1340,5.28,5.25,3.19
15545,0.51,Good,D,VS2,63.1,58.0,1668,5.08,5.13,3.22
15546,0.32,Very Good,G,VVS1,60.6,56.0,772,4.44,4.47,2.7
15547,1.1,Very Good,D,VVS2,61.7,56.0,11132,6.64,6.65,4.1
15548,0.31,Premium,F,VS2,59.4,58.0,583,4.37,4.45,2.62
15549,0.24,Very Good,D,VVS2,58.8,58.0,521,4.05,4.08,2.39
15550,0.41,Good,E,SI1,63.6,58.0,904,4.74,4.72,3.01
15551,0.81,Ideal,J,VS2,62.1,56.0,2708,5.92,5.97,3.69
15552,2.06,Premium,G,SI2,59.8,61.0,15949,8.26,8.22,4.93
15553,0.76,Ideal,J,VS1,61.9,54.0,2307,5.88,5.84,3.63
15554,1.11,Ideal,E,SI2,60.6,56.0,5962,6.76,6.78,4.1
15555,0.4,Ideal,H,VVS1,62.1,57.0,913,4.68,4.72,2.92
15556,0.3,Premium,J,VS1,61.2,61.0,506,4.33,4.3,2.64
15557,0.51,Ideal,G,VS1,62.2,55.0,1781,5.14,5.11,3.19
15558,1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03
15559,0.71,Very Good,H,VS1,62.1,55.0,2569,5.71,5.72,3.55
15560,1.52,Very Good,D,SI1,60.6,57.8,14295,7.4,7.46,4.51
15561,1.01,Premium,F,VS2,60.4,59.0,6271,6.52,6.46,3.92
15562,1.51,Premium,G,SI1,62.3,59.0,7577,7.29,7.21,4.52
15563,0.4,Very Good,E,VS2,64.0,52.0,925,4.66,4.69,2.99
15564,1.01,Premium,F,SI2,62.6,60.0,4497,6.37,6.35,3.98
15565,0.38,Ideal,F,VVS1,61.0,57.0,1070,4.66,4.69,2.85
15566,1.0,Premium,D,VS1,61.0,58.0,7280,6.46,6.42,3.93
15567,0.3,Premium,F,VS2,62.2,60.0,605,4.22,4.27,2.64
15568,0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21
15569,0.34,Fair,F,VS2,64.7,55.0,816,4.52,4.41,2.89
15570,1.03,Premium,E,SI2,61.8,56.0,4730,6.5,6.47,4.01
15571,0.7,Ideal,G,SI1,61.9,56.0,2414,5.66,5.71,3.52
15572,0.92,Very Good,D,SI2,63.3,59.0,3823,6.18,6.12,3.89
15573,0.34,Premium,E,VS2,61.1,60.0,956,4.48,4.45,2.73
15574,1.08,Very Good,H,VS2,58.1,62.0,5524,6.72,6.74,3.91
15575,1.01,Fair,E,SI2,56.8,66.0,3991,6.63,6.58,3.75
15576,2.42,Premium,J,VS2,61.3,59.0,17168,8.61,8.58,5.27
15577,0.35,Ideal,F,VS2,62.6,56.0,906,4.52,4.49,2.82
15578,0.32,Premium,G,VS2,61.5,60.0,561,4.36,4.39,2.69
15579,0.43,Premium,F,VS1,62.5,58.0,1129,4.85,4.78,3.01
15580,1.22,Ideal,F,VS2,61.3,56.0,9203,6.87,6.92,4.23
15581,0.41,Ideal,J,VS2,61.8,55.0,637,4.78,4.81,2.96
15582,0.32,Very Good,G,VS1,61.9,56.0,660,4.41,4.45,2.74
15583,2.18,Good,H,SI1,63.8,57.0,12825,8.24,8.17,5.23
15584,0.9,Good,F,VS2,65.0,58.0,4268,6.03,6.06,3.93
15585,1.03,Ideal,F,SI1,62.4,57.0,6178,6.48,6.44,4.03
15586,0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
15587,0.71,Ideal,G,SI2,61.1,56.0,2264,5.75,5.77,3.52
15588,0.56,Ideal,H,VVS1,60.8,57.0,1929,5.3,5.35,3.24
15589,0.24,Very Good,G,VS1,61.2,56.0,391,4.0,4.03,2.46
15590,0.28,Very Good,F,VS1,62.3,52.0,536,4.2,4.26,2.62
15591,0.52,Ideal,G,VS1,63.0,54.0,1694,5.17,5.12,3.24
15592,0.64,Ideal,I,VS1,60.8,54.0,1589,5.55,5.6,3.39
15593,0.72,Ideal,J,SI1,62.3,55.0,2154,5.73,5.76,3.58
15594,0.52,Ideal,G,VVS1,60.7,55.0,2065,5.19,5.29,3.18
15595,0.9,Ideal,H,VS1,61.9,56.0,4689,6.17,6.23,3.84
15596,0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67
15597,0.9,Premium,F,SI1,62.0,55.0,4183,6.2,6.16,3.83
15598,0.31,Premium,J,VS2,62.5,60.0,488,4.36,4.31,2.71
15599,1.12,Ideal,F,VVS2,62.2,55.0,10949,6.64,6.68,4.14
15600,0.3,Premium,G,VVS1,61.3,58.0,737,4.29,4.33,2.64
15601,1.22,Very Good,G,VS1,62.2,58.0,8633,6.75,6.81,4.22
15602,0.54,Ideal,D,SI1,62.6,55.0,1595,5.19,5.23,3.26
15603,0.9,Good,F,SI1,62.8,64.0,3659,6.18,5.99,3.82
15604,0.3,Very Good,I,VS2,60.7,56.0,407,4.32,4.34,2.63
15605,0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21
15606,1.7,Premium,G,SI2,62.0,57.0,11043,7.72,7.63,4.76
15607,0.8,Very Good,H,VVS1,62.9,58.0,4468,5.82,5.88,3.68
15608,1.37,Very Good,G,SI2,62.4,58.0,6148,7.0,7.1,4.4
15609,1.03,Fair,G,SI2,65.7,58.0,3530,6.32,6.26,4.13
15610,0.5,Premium,F,SI1,62.2,59.0,1250,5.07,5.03,3.14
15611,1.73,Premium,E,SI1,62.6,58.0,16253,7.67,7.59,4.78
15612,1.59,Very Good,D,VS2,61.4,60.0,12846,7.47,7.6,4.63
15613,1.52,Very Good,D,SI2,61.2,63.0,8868,7.31,7.39,4.5
15614,0.92,Very Good,E,SI1,63.2,58.0,4183,6.18,6.16,3.9
15615,1.01,Ideal,G,VS1,62.4,56.0,6672,6.39,6.44,4.0
15616,0.31,Ideal,G,VVS1,62.5,56.0,772,4.3,4.34,2.69
15617,1.21,Ideal,D,VS1,60.1,60.0,11019,6.92,6.99,4.18
15618,0.4,Premium,I,VVS1,60.8,58.0,1080,4.78,4.76,2.9
15619,0.23,Very Good,D,VS2,63.1,58.0,402,3.91,3.95,2.48
15620,0.44,Ideal,G,SI1,62.7,57.0,772,4.82,4.85,3.03
15621,1.71,Premium,I,VS1,60.7,60.0,13097,7.74,7.71,4.69
15622,1.01,Very Good,I,SI1,60.9,59.0,4207,6.39,6.45,3.91
15623,0.42,Good,E,SI1,63.4,56.0,773,4.74,4.82,3.03
15624,0.3,Ideal,E,VS2,62.8,56.0,844,4.32,4.28,2.7
15625,0.31,Very Good,F,VVS1,60.7,58.0,767,4.36,4.4,2.66
15626,0.58,Very Good,J,VS2,62.9,58.0,1266,5.3,5.32,3.34
15627,0.43,Ideal,I,VVS1,62.2,57.0,968,4.84,4.81,3.0
15628,1.33,Premium,I,SI2,62.3,59.0,5765,7.01,6.98,4.36
15629,0.26,Ideal,E,VS1,61.8,55.0,452,4.09,4.13,2.54
15630,0.4,Ideal,F,VVS2,62.4,56.0,1163,4.74,4.72,2.95
15631,0.41,Ideal,H,IF,61.1,54.0,1099,4.8,4.85,2.95
15632,0.51,Ideal,E,SI1,61.7,57.0,1402,5.15,5.12,3.17
15633,2.01,Premium,J,SI1,62.3,59.0,12048,8.03,7.97,4.98
15634,0.42,Ideal,E,VVS1,61.6,56.0,1400,4.82,4.85,2.98
15635,0.31,Very Good,F,VS1,61.0,57.5,679,4.37,4.39,2.67
15636,0.77,Ideal,E,SI1,61.6,57.0,3218,5.91,5.87,3.63
15637,1.08,Ideal,D,SI2,59.1,60.0,5177,6.7,6.76,3.98
15638,0.75,Ideal,D,SI1,62.3,57.0,2954,5.8,5.83,3.62
15639,1.02,Ideal,D,SI1,61.2,56.0,6040,6.51,6.56,4.0
15640,0.52,Ideal,G,VS1,61.8,55.0,1815,5.21,5.17,3.21
15641,0.4,Ideal,G,VS2,60.9,58.0,825,4.76,4.79,2.91
15642,0.56,Ideal,E,VS2,61.5,57.0,1819,5.27,5.3,3.25
15643,0.3,Ideal,H,SI1,62.2,57.0,450,4.27,4.28,2.66
15644,0.92,Ideal,I,VS1,62.3,55.0,4587,6.24,6.28,3.9
15645,1.12,Ideal,J,VS2,60.1,57.0,4422,6.82,6.75,4.08
15646,1.12,Premium,H,VS2,60.6,59.0,6052,6.77,6.7,4.08
15647,0.7,Good,I,SI1,64.3,57.0,2142,5.63,5.59,3.61
15648,0.94,Premium,D,SI1,60.7,60.0,4817,6.32,6.27,3.82
15649,1.51,Ideal,G,VS2,62.1,55.0,14482,7.38,7.33,4.56
15650,1.51,Ideal,E,VS2,62.8,56.0,14844,7.31,7.24,4.57
15651,1.5,Premium,F,SI1,62.1,60.0,8770,7.32,7.27,4.53
15652,0.58,Very Good,D,VS2,61.0,58.0,1750,5.37,5.42,3.29
15653,0.9,Good,G,VVS1,64.0,55.0,4382,6.05,6.02,3.86
15654,1.01,Good,F,VS2,63.6,59.0,5988,6.32,6.36,4.03
15655,0.45,Ideal,I,VS1,61.9,54.0,825,4.95,4.97,3.07
15656,1.0,Premium,G,SI2,62.9,60.0,4227,6.35,6.3,3.98
15657,0.3,Ideal,F,VS2,60.4,56.0,776,4.37,4.34,2.63
15658,1.26,Ideal,G,VVS1,62.1,57.0,10720,6.91,7.01,4.32
15659,0.5,Premium,F,VS2,61.3,60.0,1654,5.13,5.08,3.13
15660,0.35,Premium,I,VS1,60.7,62.0,709,4.59,4.53,2.77
15661,0.46,Premium,D,VS2,60.9,58.0,1388,4.97,4.94,3.02
15662,0.4,Ideal,G,IF,61.8,55.0,1239,4.75,4.79,2.95
15663,2.3,Premium,H,SI2,60.6,59.0,14042,8.4,8.37,5.08
15664,0.46,Premium,E,VS2,58.5,61.0,1173,5.1,5.05,2.97
15665,0.4,Very Good,E,VS2,62.5,56.0,705,4.66,4.72,2.93
15666,0.7,Very Good,G,SI1,62.8,56.0,2304,5.64,5.66,3.55
15667,0.3,Ideal,G,VVS2,62.7,57.0,878,4.29,4.26,2.68
15668,1.2,Very Good,G,VS2,62.2,58.0,8124,6.75,6.79,4.21
15669,0.36,Ideal,F,SI1,61.1,57.0,551,4.57,4.6,2.8
15670,0.53,Very Good,F,VS2,63.2,58.0,1578,5.13,5.16,3.25
15671,1.01,Ideal,G,VS2,61.5,57.0,6516,6.49,6.45,3.98
15672,0.41,Premium,F,VS1,62.6,58.0,1076,4.75,4.74,2.97
15673,1.03,Premium,I,VS1,60.4,59.0,5104,6.57,6.51,3.95
15674,0.5,Very Good,E,SI1,61.5,62.0,1316,5.06,5.09,3.12
15675,2.01,Fair,F,SI1,58.6,95.0,13387,8.32,8.31,4.87
15676,1.54,Ideal,H,SI1,61.1,56.0,9391,7.47,7.42,4.56
15677,0.34,Ideal,I,VS2,61.5,55.0,495,4.53,4.55,2.79
15678,1.21,Ideal,I,I1,61.3,57.0,3686,6.94,6.89,4.24
15679,0.57,Ideal,E,SI1,61.8,57.0,1608,5.28,5.33,3.28
15680,0.43,Ideal,H,VVS2,62.3,55.0,1008,4.85,4.82,3.01
15681,0.9,Very Good,E,VS1,61.1,59.0,5151,6.14,6.2,3.77
15682,1.35,Ideal,G,VS1,61.5,56.0,10378,7.15,7.12,4.39
15683,1.2,Premium,G,VS1,60.2,60.0,8442,6.82,6.87,4.12
15684,0.27,Very Good,G,VVS2,62.0,56.0,504,4.14,4.17,2.57
15685,0.51,Ideal,I,VS2,62.1,54.0,1131,5.12,5.16,3.19
15686,1.64,Premium,H,SI1,59.3,61.0,11159,7.68,7.64,4.54
15687,0.72,Very Good,I,VS1,63.5,57.0,2369,5.66,5.68,3.6
15688,0.9,Good,I,VVS2,64.8,55.0,3718,6.04,6.15,3.95
15689,1.01,Premium,H,SI2,61.5,60.0,4242,6.4,6.34,3.92
15690,0.35,Ideal,E,VVS1,61.7,54.0,1000,4.56,4.58,2.82
15691,0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33
15692,0.31,Ideal,G,IF,62.5,56.0,871,4.33,4.37,2.71
15693,1.59,Premium,H,SI1,60.6,60.0,10542,7.59,7.53,4.58
15694,0.35,Premium,D,VS2,61.9,58.0,1063,4.6,4.51,2.82
15695,0.34,Premium,D,SI2,60.8,60.0,650,4.53,4.49,2.74
15696,1.2,Premium,H,SI1,62.7,56.0,5746,6.78,6.75,4.24
15697,0.43,Very Good,E,VS1,61.3,56.0,890,4.85,4.88,2.98
15698,1.0,Ideal,E,SI1,61.6,57.0,5331,6.37,6.45,3.95
15699,0.82,Premium,G,SI1,59.9,59.0,2893,6.09,6.06,3.64
15700,0.3,Good,D,VS2,64.1,57.0,608,4.25,4.21,2.71
15701,0.53,Good,F,SI1,63.8,56.0,1363,5.16,5.13,3.28
15702,1.22,Ideal,H,SI2,61.1,57.0,5807,6.9,5.92,4.22
15703,0.46,Ideal,E,SI2,61.3,56.0,870,4.96,5.02,3.06
15704,0.79,Premium,G,SI1,61.7,60.0,2389,5.93,5.91,3.65
15705,0.32,Very Good,H,VVS2,62.9,57.0,645,4.36,4.39,2.75
15706,0.67,Good,F,VVS2,63.8,61.0,2398,5.46,5.54,3.52
15707,0.3,Ideal,F,VVS1,61.9,57.0,1114,4.33,4.3,2.67
15708,0.75,Good,E,SI2,59.7,62.0,2497,5.85,5.88,3.5
15709,0.4,Premium,E,VS2,62.2,58.0,975,4.72,4.67,2.92
15710,0.28,Ideal,G,IF,61.3,57.0,650,4.25,4.27,2.6
15711,1.01,Very Good,G,VS1,60.9,55.0,7179,6.46,6.51,3.95
15712,0.63,Ideal,I,SI1,62.0,57.0,1372,5.47,5.49,3.4
15713,0.76,Ideal,F,VVS2,60.9,57.0,3716,5.89,5.96,3.61
15714,0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56
15715,0.24,Good,F,VVS2,64.0,61.0,471,3.91,3.93,2.51
15716,1.83,Very Good,E,SI2,62.0,57.0,12379,7.81,7.89,4.87
15717,0.4,Very Good,D,SI1,61.4,56.0,772,4.72,4.83,2.93
15718,0.91,Very Good,J,VS2,61.9,59.0,3478,6.11,6.16,3.8
15719,0.78,Ideal,E,VS2,62.0,55.0,3334,5.89,5.95,3.67
15720,1.01,Good,G,SI1,63.8,56.0,4504,6.32,6.37,4.05
15721,1.07,Ideal,G,VS1,61.8,55.0,7069,6.55,6.59,4.06
15722,2.01,Premium,J,SI1,60.5,59.0,12369,8.12,8.01,4.88
15723,0.51,Ideal,H,SI1,62.1,54.0,1161,5.13,5.15,3.19
